Timestamp,Paper Name:,Year Published:,Venue,Institution (if applicable),Research Area:,Which (if any) ACM Badges does the report have?,Are any software artefacts/tools/scripts mentioned in and used in the process of gathering results for the report?,F1. Software is assigned a globally unique and persistent identifier (DOI),F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,F1.2. Different versions of the software are assigned distinct identifiers.,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",Has the software artefact been mentioned or cited in the paper for ease of findability?,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),"A1.1. The protocol is open, free, and universally implementable.","A1.2. The protocol allows for an authentication and authorization procedure, where necessary.","A2. Metadata are accessible, even when the software is no longer available.",A1 follow-up: Which of these protocols are available to download the software?,Does the software require the use of any 3rd party tools in order to retrieve it?,Does the software metadata (i.e. README) describe how to retrieve the artefact?,Is the software source code available?,Has the software been deployed onto a web server (if feasible)?,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?","I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Has sufficient effort been made to allow integration via APIs or interfaces with other tools?,Is the software sufficiently modular?,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",R1.1. Software is given a clear and accessible license.,R1.2. Software is associated with detailed provenance (version history).,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks","R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",R2 follow-up: Is there a file / project manager tool to help with the installation of other software / libraries?,Does the software require the use of any 3rd party tools in order to execute it?,Is the software itself documented well? Which of the following code readability standards have been implemented?,Have any containerisation engines / orchestrators been employed in the reuse of the software?,"Given the appropriate time and resources, would it be possible to attempt to reproduce the results using the provided software?",How long did this form take to complete?,Anything else to note?,DOI (of paper),"If F1 is met, please input the DOI of the latest version",Please input any links to GitHub if available,Any additional notes for F?,Any additional notes for A?,Any additional notes for I?,Any additional notes for R?,"Link to artefact repository (Github, Zenodo, Figshare etc)",(R1) Please list the software attributes in the repository.,Reviewer Name
18/02/2026 19:56:02,Your Fix Is My Exploit: Enabling Comprehensive DL Library API Fuzzing with Large Language Models,2025,ICSE,"The Hong Kong University of Science and Technology, Central University of Finance and Economics, The University of Adelaide, Swinburne University of Technology","Fuzzing, Software testing, LLMs",,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,No,No,No: program uses external libraries but are not referenced appropriately,Yes,requirements.txt (pip),Yes,Inline comments,,Yes,00:08:00,"Could only find a github, no DOI",10.1109/ICSE55347.2025.00041,,https://github.com/DFUZZ-ICSE/DFUZZ,,,,"From what i can tell the tool generates prompts, but you need your own LLM access to process them",https://github.com/DFUZZ-ICSE/DFUZZ,seperate READMEs for multiple components,Jed
18/02/2026 21:03:39,BDefects4NN: A Backdoor Defect Database for Controlled Localization Studies in Neural Networks,2025,ICSE,"Beihang University, Nanyang Technological University, National University of Singapore, Zhongguancun Laboratory","Deep learning, Fault localization",,Yes,No,No,No,No,No,No,Yes,No,No,No,Software is currently available,Download,No,No,Yes,Infeasable,Artefact Unavailable,No: datasets used but not referenced appropriately,No: infeasible,Yes,No,No,No,No: program uses external libraries but are not referenced appropriately,No,,No,Inline comments,,No,00:11:00,"Much too hard to find, almost gave up. Very lacking in documentation",10.1109/ICSE55347.2025.00069,,,Linked in paper; google drive zip file,,I1: unsure,R1: README is very short,"https://sites.google.com/view/bdefects4nn/ home, https://drive.google.com/file/d/1ZAmp436apuKQIGaMf4FtIojab_sio3P0/view",README,Jed
18/02/2026 22:07:31,Leveraging Propagated Infection to Crossfire Mutants,2025,ICSE,University of California,Mutation Testing,"Artefact Available, Artefact Functional",Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,No,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,No,No: program uses external libraries but are not referenced appropriately,Yes,,No,,Docker,Yes,00:08:00,Two ACM badges but no DOI is weird. May be a DOI repo somewhere? Had a good look but found nothing.,10.1109/ICSE55347.2025.00150,,https://github.com/spideruci/CrossfireMutants,Couldnt find any DOI for the artefact,,"I2: Don't think any external datasets were used, may be wrong","R3: Very well documented, though code may be lacking comments",https://github.com/spideruci/CrossfireMutants,"README, LICENSE",Jed
04/02/2026 10:45:54,SECRET: Towards Scalable and Efficient Code Retrieval via Segmented Deep Hashing,2025,ICSE 2025,,efficient code retrieval (NLP hashing),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:15:00,,10.1109/ICSE55347.2025.00154,,,,,,,n/a,,William
10/02/2026 13:31:13,Decoding the Issue Resolution Process in Practice via Issue Report Analysis: a Case Study of Firefox,2025,ICSE,,,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,Artefact Unavailable,No,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,,,Artefact Unavailable,00:10:30,"Artifact was not available, paper only mentionned a ""future release"". Can ACM badges be given for work that is to be done?",10.1109/ICSE55347.2025.00241,,,"Software is not findable, the paper promises a future release of the dataset but no release could be found. Is possible that it is request only or behind a portal?",,,,,,William
12/02/2026 11:54:30,Preserving Privacy in Software Composition Analysis: A Study of Technical Solutions and Enhancements,2025,ICSE,,SCA privacy ,,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,"No, but no clear constraints not to",No,No: no datasets used,No: infeasible,Yes,Yes,Yes,Yes,No: program uses external libraries but are not referenced appropriately,No,,No,Inline comments,,Yes,00:15:00,,10.1109/ICSE55347.2025.00055,,https://github.com/whj0401/SafeSCA,"Very findable, but no persistent Doi for the repo, only on git",,,"Potentially reproduceable, paper lists all test data and links, and just enough documentatino to get the code running outputting the same results, but the whole process is not clearly documented",https://github.com/whj0401/SafeSCA,Multipul readmes (Look in src_preprocess),William
12/02/2026 12:21:09,"UML is Back. Or is it? Investigating the Past, Present, and Future of UML in Open Source Software",2025,ICSE,,UML in open source software,,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Not necessary,Software is currently available,restapi,No,Yes,Yes,"No, but no clear constraints not to",Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,No,Yes,Yes,uml-replication-env.yml,Yes,"Inline comments, ipynb file with clear instuctions, other code not needed for reproducability",Docker,Yes,00:16:00,,10.1109/ICSE55347.2025.00155,https://doi.org/10.6084/m9.figshare.28008434,,,,"Dataset is included under the same doi as the code, no external dataset used",,https://figshare.com/articles/conference_contribution/Replication_package_of_the_paper_UML_is_Back_Or_is_it_Investigating_the_Past_Present_and_Future_of_UML_in_Open_Source_Software_/28008434?utm_source=chatgpt.com,readme + replication.ipynb,William
12/02/2026 12:41:11,Understanding the Response to Open-Source Dependency Abandonment in the npm Ecosystem,2024,ICSE,,Dependancy on open source software with no long term development commitment,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,restapi,No,Yes,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,No,No,Yes,Yes,Yes, replicaitonPackage.Rproj,No,Inline comments,,Yes,00:10:00,,10.1109/ICSE55347.2025.00004,https://doi.org/10.5281/zenodo.12687193,,,,,,https://zenodo.org/records/12687193?utm_source=chatgpt.com,Just a readme,William
14/02/2026 16:01:51,	Understanding Compiler Bugs in Real Development ,2025,ICSE,,Mining commits to explore compiler bugs,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:06:00,,10.1109/ICSE55347.2025.00068,,,,,,,,,William
14/02/2026 16:05:36,Studying Programmers Without Programming: Investigating Expertise Using Resting State fMRI,2025,ICSE,,empirical/neuroscience research,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:04:00,,10.1109/ICSE55347.2025.00164,,,,,,,,,William
14/02/2026 16:19:19,Accessibility Issues in Ad-Driven Web Applications,2025,ICSE,,ACessability,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not necessary,Software is currently available,restapi,No,Yes,Yes,"No, but no clear constraints not to",No,Yes,No: infeasible,Yes,No,Yes,Yes,Yes,Yes,"requirements.txt (pip), Pre-Setup VM",Yes,Inline comments,,Yes,00:12:00,,10.1109/ICSE55347.2025.00171,https://doi.org/10.5281/zenodo.14757633,,Not referenced in the paper but availible on a dedicated website sharing the name. Additional data ste https://doi.org/10.5281/zenodo.14742897,,,,https://zenodo.org/records/14757633,Readme.txt,William
14/02/2026 17:34:03,Unveiling the Energy Vampires: A Methodology for Debugging Software Energy Consumption,2025,ICSE,"Delft University of Technology, Delft, The Netherlands",Green computing,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,restapi,No,Yes,Yes,"No, but no clear constraints not to",Yes,No: no datasets used,No but no clear constraints not to,Yes,No,Yes,Yes,Yes,Yes,"requirements.txt (pip), config.yml",No,Inline comments,Docker,Yes,00:14:00,,10.1109/ICSE55347.2025.00118,https://doi.org/10.5281/zenodo.14856317,,,,,,https://zenodo.org/records/14856317?,Readme.txt,William
14/02/2026 17:55:44,"Automated, Unsupervised, and Auto-Parameterized Inference of Data Patterns and Anomaly Detection",2025,ICSE,Polytechnique Montréal,,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not necessary,Software is currently available,restapi,No,Yes,Yes,"No, but no clear constraints not to",Yes,No: no datasets used,No but no clear constraints not to,Yes,Yes,Yes,Yes,Yes,No,requirements.txt (pip),No,Inline comments,,Yes,00:12:00,"very good example, easy to answer the questions as well laid out and formatted",10.1109/ICSE55347.2025.00078,https://doi.org/10.5281/zenodo.14872479,,,,,,https://zenodo.org/records/14872479,"Readme, tutorial.ipynb",William
14/02/2026 18:10:54,On Prescription or Off Prescription? An Empirical Study of Community-Prescribed Security Configurations for Kubernetes,2025,ICSE,Auburn University,Security of Kubernates,Artefact Available,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,figshare api,No,Yes,Yes,Infeasable,Yes,No: no datasets used,No: infeasible,Yes,Yes,Yes,Yes,No: program uses external libraries but are not referenced appropriately,Yes,,No,"Docstrings, Inline comments",,Yes,00:16:00,,10.1109/ICSE55347.2025.00170,https://doi.org/10.6084/m9.figshare.26367214,,"counldnet find any metadata (Readme not inclided), paper mentioned but not cited
",,,Could not find a requierments.txt or similar for librarys used,https://figshare.com/articles/dataset/Replication_Package_for_An_Empirical_Study_of_Community-prescribed_Security_Configurations_in_Kubernetes_/26367214?,"Readme, CONTENTS",William
16/02/2026 10:02:02,Similar but Patched Code Considered Harmful: The Impact of Similar but Patched Code on Recurring Vulnerability Detection and How to Remove Them,2025,ICSE,Zhejiang University,patched code vunerabilitys,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Software is currently available,"Git (clone), restapi",No,Yes,Yes,"No, but no clear constraints not to",Yes,No: datasets used but not referenced appropriately,No but no clear constraints not to,Yes,Yes,Yes,Yes,Yes,No,dependancys included in readme.txt,No,Inline comments,,Yes,00:15:00,,10.1109/ICSE55347.2025.00110,https://doi.org/10.5281/zenodo.14872479,https://github.com/Zixuan-Tan/FVF,"2 repos found, one reproducabilty package on zenodo and then another git repo containing the dataset","readme explains how to reproduce the results in the paper, assumes that artifact retrival is trivial?",Appears that the full dataset is in the git link but is not referenced in the zenodo repository that is linked in the paper,,,Multipule ReadMe.txt's and a tutorial.ipynb,William
16/02/2026 10:28:35,Tiver: Identifying Adaptive Versions of C/C++ Third-Party Open-Source Components Using a Code Clustering Technique,2025,ICSE,Korea University,Vunerabilitys in OSS,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,Git (clone),No,Yes,Yes,"No, but no clear constraints not to",Yes,Yes,No but no clear constraints not to,Yes,No,Yes,Yes,Yes,No,,Yes,,Docker,Yes,00:18:00,"Large paper, well documented in the readme but hard to understand where how it fits together",10.1109/ICSE55347.2025.00188,https://doi.org/10.5281/zenodo.15355021 ,https://github.com/youngjaechoi7/TIVER-public,no link in the paper but is directly mentioned and easy to acess on zenodo. The tool generated uses the output of another software as its input,,Requiers the use of another tool to run properly,,https://zenodo.org/records/15355021,"Readme, Index.html",William
16/02/2026 10:35:24,An Exploratory Study on the Engineering of Security Features,2025,ICSE,GitLab Inc,Security,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:06:00,"There is a replication package, but contains no scripts or code, just a small dataset with results and a written analysis https://doi.org/10.5281/zenodo.14237229",10.1109/ICSE55347.2025.00184,,,,,,,https://zenodo.org/records/14237229,,William
16/02/2026 11:08:55,DesignRepair: Dual-Stream Design Guideline-Aware Frontend Repair with Large Language Models,2025,ICSE,The university of new South Wales,Automation with LLM's,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,No,"Git (clone), Download",No,Yes,Yes,"No, but no clear constraints not to",Yes,Yes,No but no clear constraints not to,Yes,No,Yes,Yes,No: program uses external libraries but are not referenced appropriately,No,,Yes,Inline comments,,Yes,00:14:00,,10.1109/ICSE55347.2025.00109,,https://github.com/UGAIForge/DesignRepair,paper mentioned but not cited,,Requiers an openai api key to run,,https://github.com/UGAIForge/DesignRepair,Readme,William
16/02/2026 12:42:16, Fidelity of Cloud Emulators: The Imitation Game of Testing Cloud-Based Software,2025,ICSE,,Cornell University,,Yes,No,No,No,No,No,No,Yes,No,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,"No, but no clear constraints not to",Yes,Yes,No but no clear constraints not to,Yes,No,Yes,Yes,No: program uses external libraries but are not referenced appropriately,No,,Yes,Inline comments,,Yes,00:11:00,,10.1109/ICSE55347.2025.00077,,https://github.com/xlab-uiuc/cloudtest/tree/main/project_tests,,,Has included qualified references to repositorys that were used in the test data (Qualified reference),,https://github.com/xlab-uiuc/cloudtest/tree/main/project_tests,Multipul ReadMe's,William
16/02/2026 12:49:00,Formally Verified Cloud-Scale Authorization,2025,ICSE,Amazon Web Services,Security/ Code authorisation,,Yes,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,Artefact Unavailable,No,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,,,Artefact Unavailable,00:04:00,,10.1109/ICSE55347.2025.00166,,,,,,,,,William
16/02/2026 14:21:28,The Same Only Different: On Information Modality for Configuration Performance Analysis,2025,ICSE,The Chinese University of Hong Kong,performance analysis,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), Download, restapi",No,Yes,Yes,Infeasable,Yes,No: no datasets used,No but no clear constraints not to,Yes,No,Yes,Yes,Yes,No,,Yes,Inline comments,,Yes,00:19:00,,10.1109/ICSE55347.2025.00212,https://doi.org/10.5281/zenodo.14889950,,Link to the GitHub in the paper but not the zenodo. The zenodo is not findable using the paper title,,,,https://zenodo.org/records/14889950,README,William
16/02/2026 15:18:35,3DGen: AI-Assisted Generation of Provably Correct Binary Format Parsers,2025,ICSE,Microsoft research,Proof,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:03:00,,10.1109/ICSE55347.2025.00173,,,,,,,,,William
16/02/2026 21:34:19, Aligning the Objective of LLM-Based Program Repair,2025,ICSE,The Chinese University of Hong Kong,LLM Guiding,,Yes,No,No,No,No,No,No,Yes,No,Yes,Not necessary,Software is currently available,"Git (clone), Download",No,Yes,Yes,Infeasable,Yes,No: no datasets used,No but no clear constraints not to,Yes,No,Yes,Yes,Yes,No,requirements.txt (pip),Yes,,,Yes,00:16:00,,10.1109/ICSE55347.2025.00169,,https://github.com/CUHK-Shenzhen-SE/D4C,,,,Requires an api key to run,https://github.com/CUHK-Shenzhen-SE/D4C,ReadMe,William
16/02/2026 21:49:12,Revisiting Unnaturalness for Automated Program Repair in the Era of Large Language Models,2024,ICSE, Carnegie Mellon University,LLM program repair,Artefact Available,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,restapi,Artefact Unavailable,Yes,Yes,"No, but no clear constraints not to",Yes,No: no datasets used,No but no clear constraints not to,Yes,No,Yes,No,Yes,No,requirements.txt (pip),Yes,,,Yes,00:09:00,,10.1109/ICSE55347.2025.00089,https://doi.org/10.5281/zenodo.10851256,,Artifact was mentioned in the paper with a link to a github but it did not work. Zenodo had the same name as the paper. But not correctly cited in the paper. Given yes as it was easy to find and there were many mentions in the paper,,,,https://zenodo.org/records/10851256?,ReadMe,William
17/02/2026 12:30:15,The Fact Selection Problem in LLM-Based Program Repair,2024,ICSE,Uber Amsterdam,Prompt engineering,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:04:00,,10.1109/ICSE55347.2025.00162,,,,,,,,,William
18/02/2026 12:47:28,Towards Understanding the Characteristics of Code Generation Errors Made by Large Language Models,2025,ICSE,University of Alberta,LLM error source,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:07:00,"A git is present but only with data gathered, no scripts",10.1109/ICSE55347.2025.00180,,,,,,,https://github.com/ma-labo/defects4codellm/tree/main/data,,William
20/02/2026 10:20:52,Repository-Level Graph Representation Learning for Enhanced Security Patch Detection,2023,ICSE,Harbin Institute of Technology,Representaion of ai leanring,,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,Git (clone),No,Yes,Yes,"No, but no clear constraints not to",Yes,Yes,No but no clear constraints not to,Yes,No,Yes,Yes,Yes,No,"Full List identified in Readme with versions, with commands to install",Yes,Both are used sparsley,,Yes,00:13:30,,10.1109/ICSE55347.2025.00121,,https://github.com/Xin-Cheng-Wen/RepoSPD/tree/main,,,,Both datasets used are not released on the repository level but are released in seperate locations (google drive and huggingface),https://github.com/Xin-Cheng-Wen/RepoSPD,"ReadMe, Example.json",William
20/02/2026 10:49:24,Famos: Fault Diagnosis for Microservice Systems Through Effective Multi-Modal Data Fusion,2024,ICSE,"Peking University,",fault diagnosis,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,Git (clone),No,No,Yes,"No, but no clear constraints not to",Yes,Yes,No but no clear constraints not to,Yes,No,Yes,Yes,Yes,No,requirements.txt (pip),No,Both implemented very sparsley,,Yes,00:16:25,,10.1109/ICSE55347.2025.00073,,https://github.com/alibabacloud-observability/FAMOS,"Mentioned, and findable with the same name as the paper but not cited",,https://modelscope.cn/datasets/dcm552/FAMOS-dataset/ <- Dataset used. Data is read i/o as csv files,,https://github.com/alibabacloud-observability/FAMOS,Readme,William
20/02/2026 10:59:46,Leveraging Large Language Models to Detect NPM Malicious Packages,2024,ICSE,North Carolina State University,LLM based malware detection,,Yes,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,Artefact Unavailable,No,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,Artefact Unavailable,,Artefact Unavailable,,,Artefact Unavailable,00:06:45,"Paper mentinos and oitlines a chatgpt powered workflow, no implementation of it ",10.1109/ICSE55347.2025.00146,,,,,,,,,William
20/02/2026 11:15:21,MAGIKA: AI-Powered Content-Type Detection,2025,ICSE,GOOGLE,Content categorising with AI,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), RestApi",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"pyproject.toml, go.sum, package.json, cargo.toml + others, project uses 7+ languages",No,"Docstrings, Inline comments",Docker,Yes,00:19:50,"Very well maintained package, over 1900 commits. interesting use of git for dev vs zenodo for research. Zenodo is frozen at point of paper submission, git is actively managed. Took a while to review",10.1109/ICSE55347.2025.00158,https://doi.org/10.5281/zenodo.14752907,https://github.com/google/magika,Repository on zenodo is just a snapshot of the final git commit submission,,https://github.com/corkami/mitra/tree/master/input <- dataset used,,https://zenodo.org/records/14752907,"ReadMe, Citation.cff",William
20/02/2026 11:38:40,Closing the Gap: A User Study on the Real-world Usefulness of AI-powered Vulnerability Detection & Repair in the IDE,2025,ICSE,Microsoft,Security,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,"Download, figshare api",No,No,Yes,Infeasable,Yes,Yes,No: infeasible,Yes,No,Yes,Yes,No: program uses external libraries but are not referenced appropriately,No,,No,Inline comments,,Yes,00:16:35,"Would not expect this paper to have 3 badges due to the nature of the project, scripts are only for very basic data analysis and plot generation from interview results",10.1109/ICSE55347.2025.00126,https://doi.org/10.6084/m9.figshare.26367139,,,,,,https://figshare.com/articles/dataset/Closing_the_Gap_A_User_Study_on_the_Real-world_Usefulness_of_AI-powered_Vulnerability_Detection_Repair_in_the_IDE/26367139?file=52478936,ReadMe,William
20/02/2026 11:48:33,Show Me Your Code! Kill Code Poisoning: A Lightweight Method Based on Code Naturalness,2024,ICSE,Nanjing University,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,Git (clone),No,Yes,Yes,"No, but no clear constraints not to",Yes,Yes,No: infeasible,Yes,No,Yes,Yes,Yes,No,,Yes,,,Yes,00:10:35,,10.1109/ICSE55347.2025.00247,,https://github.com/wssun/KillBadCode,,,,,https://github.com/wssun/KillBadCode,ReadMe,William
21/02/2026 09:53:45,Treefix: Enabling Execution with a Tree of Prefixes,2025,ICSE,"Universität Stuttgart, ",AI for Testing,"Artefact Available, Artefact Functional, Artefact Reusable",Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,Git (clone),No,Yes,Yes,"No, but no clear constraints not to",Yes,No: no datasets used,No but no clear constraints not to,Yes,Yes,Yes,Yes,Yes,No,requirements.txt (pip),Yes,Inline comments,Docker,Yes,00:09:30,,10.1109/ICSE55347.2025.00215,,github.com/sola-st/Treefix,,,,requieres a gpt key to execute full functionlity,github.com/sola-st/Treefix,"Readme, USE.md, INSTALL.md",William
21/02/2026 10:15:53,Automated Accessibility Analysis of Dynamic Content Changes on Mobile Apps,,ICSE,University of California at Irvine,New Ideas and emerging results,,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,Git (clone),No,Yes,Yes,Infeasable,Yes,No: no datasets used,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"requirements.txt (pip), build.gradle",No,Inline comments,,Yes,00:15:45,,10.1109/ICSE55347.2025.00039,,https://github.com/seal-hub/Timestump,,,No datasets used but all websites that were tested to produce the reported results are listed with a link,,https://github.com/seal-hub/Timestump,"Readme, multipul readme's for each arm of the project",William
21/02/2026 10:32:38,Janus: Detecting Rendering Bugs in Web Browsers via Visual Delta Consistency,2024,ICSE,Tsinghua University,Testing and QA,,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Not necessary,Yes,Git (clone),No,Yes,Yes,"No, but no clear constraints not to",Yes,No: no datasets used,No: infeasible,No,No,Yes,Yes,No: program uses external libraries but are not referenced appropriately,No,,No,Inline comments,,Yes,00:13:25,,10.1109/ICSE55347.2025.00013,,github.com/ChijinZ/janus-browser-fuzzer,,,,"Repository is a mess, hard to understand functionality of files",github.com/ChijinZ/janus-browser-fuzzer,ReadMe,William
21/02/2026 10:43:55,Chatgpt-Based Test Generation for Refactoring Engines Enhanced by Feature Analysis on Examples,2025,,Beijing Institute of Technology,AI for SE,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:05:20,"No tool was mentioned, chatGPT was noted as being used but they did not mention sharing or using curated prompts. Paper replication package is said to be at ""https://github.com/assdfsdafasfa/OpenPaper"" Does not claim to host a tool, just a list of manually identified features that asre associated with defects in refactoring engines",10.1109/ICSE55347.2025.00210,,,,,,,,,William
21/02/2026 10:48:43,Navigating the Testing of Evolving Deep Learning Systems: An Exploratory Interview Study,2025,ICSE,Tianjin University,Human and social for ai,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:06:40,"Zenodo of sudy results: ""https://zenodo.org/records/14197935"". But just contains questions and  answers, no code",10.1109/ICSE55347.2025.00106,,,,,,,,,William
21/02/2026 10:59:08,EP-Detector: Automatic Detection of Error-Prone Operation Anomalies in Android Applications,2025,ICSE,"Nankai University, China,",Mobile software,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Not necessary,Software is currently available,Git (clone),No,Yes,Yes,Infeasable,Yes,No: no datasets used,No but no clear constraints not to,No,No,Yes,Yes,No: program uses external libraries but are not referenced appropriately,Yes,,Yes,"Docstrings, Inline comments",,Yes,00:11:50,,10.1109/ICSE55347.2025.00029,,https://github.com/WordDealer/EP-Detector/tree/main/EP-Detector,,,,,https://github.com/WordDealer/EP-Detector/tree/main/EP-Detector,ReadMe,William
24/02/2026 11:06:08,Mobile Application Coverage: The 30% Curse and Ways Forward,2025,ICSE,"University of British Columbia, Canada",Mobile Software,Artefact Available,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not necessary,Software is currently available,"Git (clone), restapi",No,No,Yes,"No, but no clear constraints not to",Yes,No: no datasets used,No but no clear constraints not to,Yes,No,Yes,Yes,Yes,Yes,requirements.txt (pip),No,Inline comments,Docker,Yes,00:14:35,"Feels like a small replication package not really a tool, But well documented",10.1109/ICSE55347.2025.00142,https://doi.org/10.5281/zenodo.14958990,,,,,,https://zenodo.org/records/17731334,"Readme, TOOL_INFO.md",William
